model-1589266895,1589266935.016,0.87,0.08944,0.95,0.07935
model-1589266895,1589266936.783,0.925,0.06774,0.85,0.09762
model-1589266895,1589266937.741,0.89,0.0812,0.85,0.0971
model-1589266895,1589266938.686,0.9,0.08305,0.9,0.07754
model-1589266895,1589266939.623,0.86,0.10813,1.0,0.01119
model-1589266895,1589266940.644,0.92,0.05931,1.0,0.03398
model-1589266895,1589266941.684,0.925,0.05985,0.95,0.04278
model-1589266895,1589266942.696,0.915,0.07689,0.9,0.0738
model-1589266895,1589266943.776,0.93,0.05717,0.9,0.056
model-1589266895,1589266944.863,0.9,0.0842,0.9,0.08181
model-1589266895,1589266945.961,0.935,0.05342,0.95,0.0173
model-1589266895,1589266947.082,0.91,0.06295,0.95,0.06094
model-1589266895,1589266948.12,0.925,0.06312,0.9,0.08527
model-1589266895,1589266949.168,0.935,0.04994,0.95,0.02632
model-1589266895,1589266950.252,0.935,0.04965,0.95,0.07339
model-1589266895,1589266951.347,0.885,0.07795,0.85,0.10035
model-1589266895,1589266951.919,0.91346,0.06185,1.0,0.00029
model-1589266895,1589266953.039,0.91,0.07441,0.8,0.12532
model-1589266895,1589266954.09,0.86,0.09473,0.95,0.02267
model-1589266895,1589266955.182,0.935,0.05265,0.85,0.10058
model-1589266895,1589266956.286,0.855,0.08233,0.9,0.06158
model-1589266895,1589266957.352,0.92,0.05984,1.0,0.00192
model-1589266895,1589266958.428,0.88,0.09539,0.85,0.12609
model-1589266895,1589266959.469,0.895,0.08123,1.0,0.00507
model-1589266895,1589266960.45,0.93,0.05182,0.95,0.03793
model-1589266895,1589266961.543,0.89,0.07468,0.85,0.07001
model-1589266895,1589266962.655,0.94,0.04949,0.9,0.0608
model-1589266895,1589266963.733,0.935,0.04439,0.95,0.03455
model-1589266895,1589266964.837,0.91,0.06492,0.95,0.03588
model-1589266895,1589266965.913,0.925,0.05691,1.0,0.01175
model-1589266895,1589266967.001,0.925,0.06357,0.95,0.03749
model-1589266895,1589266968.057,0.95,0.0404,0.85,0.06395
model-1589266895,1589266969.103,0.93,0.05317,1.0,0.00867
model-1589266895,1589266970.174,0.915,0.05067,0.95,0.03433
model-1589266895,1589266971.23,0.97,0.03128,0.85,0.06434
model-1589266895,1589266972.306,0.935,0.04301,0.9,0.06298
model-1589266895,1589266973.287,0.94,0.0508,0.9,0.06479
model-1589266895,1589266973.792,0.93269,0.05102,0.95,0.04273
model-1589266998,1589266999.789,0.57,0.24757,0.45,0.25604
model-1589266998,1589267000.834,0.45,0.25613,0.55,0.24807
model-1589266998,1589267001.793,0.485,0.25057,0.6,0.24967
model-1589266998,1589267002.797,0.685,0.24948,0.35,0.25488
model-1589266998,1589267003.793,0.465,0.2511,0.45,0.25096
model-1589266998,1589267004.726,0.535,0.24856,0.4,0.25278
model-1589266998,1589267005.665,0.54,0.24785,0.5,0.24905
model-1589266998,1589267006.628,0.495,0.24948,0.6,0.24427
model-1589266998,1589267007.595,0.505,0.24808,0.5,0.24715
model-1589266998,1589267008.546,0.58,0.24631,0.75,0.24236
model-1589266998,1589267009.531,0.67,0.244,0.65,0.2414
model-1589266998,1589267010.492,0.615,0.24219,0.65,0.23947
model-1589266998,1589267011.457,0.62,0.24011,0.5,0.2499
model-1589266998,1589267012.451,0.64,0.23668,0.55,0.23801
model-1589266998,1589267013.421,0.755,0.22663,0.7,0.22255
model-1589266998,1589267014.406,0.705,0.2239,0.65,0.21493
model-1589266998,1589267015.443,0.705,0.22045,0.6,0.21821
model-1589266998,1589267016.455,0.725,0.21006,0.7,0.19255
model-1589266998,1589267017.468,0.725,0.20832,0.85,0.18221
model-1589266998,1589267018.489,0.725,0.19916,0.6,0.19065
model-1589266998,1589267019.013,0.80769,0.16188,0.65,0.18939
model-1589266998,1589267019.982,0.77,0.16585,0.95,0.12199
model-1589266998,1589267020.953,0.82,0.1502,0.85,0.11265
model-1589266998,1589267021.91,0.865,0.12257,0.7,0.14269
model-1589266998,1589267022.877,0.855,0.12561,0.9,0.07676
model-1589266998,1589267023.829,0.865,0.12629,0.75,0.12561
model-1589266998,1589267024.835,0.85,0.11564,1.0,0.07254
model-1589266998,1589267025.839,0.915,0.08856,0.85,0.1343
model-1589266998,1589267026.873,0.855,0.09708,0.85,0.08815
model-1589266998,1589267027.896,0.86,0.1072,0.95,0.08662
model-1589266998,1589267028.943,0.905,0.07099,0.95,0.05157
model-1589266998,1589267030.007,0.895,0.07504,1.0,0.02717
model-1589266998,1589267031.046,0.91,0.06627,0.85,0.08528
model-1589266998,1589267032.051,0.875,0.08611,1.0,0.02313
model-1589266998,1589267033.071,0.95,0.04889,0.85,0.06627
model-1589266998,1589267034.072,0.95,0.03551,1.0,0.02085
model-1589266998,1589267035.067,0.905,0.07581,0.95,0.02827
model-1589266998,1589267036.04,0.92,0.05259,0.95,0.0396
model-1589266998,1589267037.051,0.945,0.05206,0.95,0.03253
model-1589266998,1589267038.065,0.885,0.08549,0.95,0.05015
model-1589266998,1589267039.057,0.905,0.07565,0.95,0.04485
model-1589266998,1589267039.603,0.96154,0.03154,0.95,0.02182
model-1589266998,1589267040.657,0.94,0.04994,0.9,0.07584
model-1589266998,1589267041.717,0.945,0.04493,1.0,0.01261
model-1589266998,1589267042.733,0.93,0.04692,1.0,0.01016
model-1589266998,1589267043.761,0.935,0.04508,0.95,0.01495
model-1589266998,1589267044.787,0.9,0.0682,0.95,0.04316
model-1589266998,1589267045.839,0.935,0.04664,0.95,0.02456
model-1589266998,1589267046.875,0.92,0.05469,1.0,0.00123
model-1589266998,1589267047.895,0.96,0.03859,0.85,0.12385
model-1589266998,1589267048.847,0.865,0.09837,0.9,0.04571
model-1589266998,1589267049.91,0.96,0.0385,1.0,0.00367
model-1589266998,1589267050.955,0.915,0.06131,1.0,0.00805
model-1589266998,1589267051.985,0.925,0.0492,1.0,0.00854
model-1589266998,1589267053.058,0.91,0.06741,0.9,0.07134
model-1589266998,1589267054.097,0.945,0.03254,0.85,0.08977
model-1589266998,1589267055.128,0.94,0.04105,0.95,0.02756
model-1589266998,1589267056.183,0.925,0.05905,0.8,0.10169
model-1589266998,1589267057.281,0.915,0.07047,0.9,0.05288
model-1589266998,1589267058.307,0.94,0.04375,0.95,0.04616
model-1589266998,1589267059.353,0.94,0.0526,0.95,0.04347
model-1589266998,1589267060.407,0.92,0.06201,0.95,0.03643
model-1589266998,1589267060.975,0.95192,0.04059,0.95,0.06159
model-1589266998,1589267062.021,0.9,0.0543,1.0,0.01719
model-1589266998,1589267063.118,0.955,0.04286,0.85,0.09603
model-1589266998,1589267064.15,0.955,0.03609,1.0,0.01547
model-1589266998,1589267065.18,0.93,0.04677,1.0,0.00012
model-1589266998,1589267066.271,0.935,0.05374,0.9,0.06489
model-1589266998,1589267067.299,0.975,0.02406,1.0,0.00975
model-1589266998,1589267068.336,0.945,0.03947,0.95,0.03415
model-1589266998,1589267069.381,0.935,0.05017,0.9,0.05693
model-1589266998,1589267070.456,0.96,0.03729,0.95,0.02235
model-1589266998,1589267071.488,0.955,0.03168,1.0,0.0053
model-1589266998,1589267072.505,0.93,0.05008,1.0,0.0039
model-1589266998,1589267073.49,0.95,0.03928,1.0,0.00642
model-1589266998,1589267074.468,0.94,0.04596,0.9,0.06433
model-1589266998,1589267075.443,0.98,0.02061,1.0,0.00851
model-1589266998,1589267076.417,0.975,0.02141,0.9,0.06025
model-1589266998,1589267077.398,0.95,0.04061,1.0,0.01733
model-1589266998,1589267078.484,0.96,0.03384,1.0,0.0004
model-1589266998,1589267079.544,0.965,0.03037,1.0,0.00856
model-1589266998,1589267080.533,0.94,0.04625,1.0,0.00524
model-1589266998,1589267081.522,0.95,0.03732,1.0,0.00421
model-1589266998,1589267082.051,0.97115,0.02236,0.9,0.03624
model-1589266998,1589267083.107,0.96,0.03218,1.0,0.00852
model-1589266998,1589267084.17,0.975,0.0279,0.95,0.0399
model-1589266998,1589267085.213,0.97,0.02568,1.0,0.00607
model-1589266998,1589267086.247,0.955,0.03345,0.9,0.05223
model-1589266998,1589267087.313,0.945,0.03585,1.0,0.00254
model-1589266998,1589267088.375,0.985,0.01976,0.95,0.02328
model-1589266998,1589267089.395,0.95,0.03525,1.0,0.00437
model-1589266998,1589267090.427,0.95,0.03258,1.0,0.01463
model-1589266998,1589267091.535,0.96,0.03212,1.0,0.00797
model-1589266998,1589267092.614,0.965,0.03325,1.0,0.00302
model-1589266998,1589267093.679,0.95,0.04353,1.0,0.00236
model-1589266998,1589267094.764,0.95,0.03736,1.0,0.00584
model-1589266998,1589267095.721,0.955,0.0351,0.95,0.02107
model-1589266998,1589267096.75,0.98,0.0178,0.9,0.05495
model-1589266998,1589267097.79,0.985,0.01266,1.0,0.01553
model-1589266998,1589267098.871,0.96,0.0353,0.9,0.05266
model-1589266998,1589267099.907,0.95,0.03096,0.9,0.05426
model-1589266998,1589267100.933,0.96,0.02767,1.0,0.00973
model-1589266998,1589267101.958,0.95,0.03583,0.95,0.02171
model-1589266998,1589267103.003,0.96,0.02848,1.0,0.00166
model-1589266998,1589267103.567,0.97115,0.02205,1.0,0.00121
model-1589267167,1589267168.64,0.55,0.2491,0.55,0.24543
model-1589267167,1589267169.357,0.57,0.244,0.2,0.32343
model-1589267167,1589267170.112,0.48,0.26416,0.55,0.23868
model-1589267167,1589267170.859,0.55,0.24174,0.45,0.24279
model-1589267167,1589267171.617,0.59,0.24154,0.95,0.23258
model-1589267167,1589267172.375,0.83,0.23639,0.95,0.21695
model-1589267167,1589267173.158,0.73,0.23496,0.85,0.21828
model-1589267167,1589267173.618,0.79,0.22051,0.8,0.18545
model-1589267167,1589267174.108,0.84,0.1949,0.85,0.16562
model-1589267167,1589267174.62,0.82,0.17276,0.7,0.23298
model-1589267167,1589267175.116,0.78,0.17444,0.8,0.1351
model-1589267167,1589267175.853,0.78,0.17899,0.85,0.12429
model-1589267167,1589267176.406,0.81,0.15513,0.95,0.09738
model-1589267167,1589267176.903,0.79,0.14457,0.8,0.12723
model-1589267167,1589267177.388,0.74,0.14906,0.9,0.07752
model-1589267167,1589267177.868,0.9,0.09091,0.85,0.09204
model-1589267167,1589267178.34,0.83,0.11499,0.8,0.11215
model-1589267167,1589267178.843,0.9,0.08454,0.85,0.10645
model-1589267167,1589267179.344,0.92,0.08666,0.85,0.10104
model-1589267167,1589267179.858,0.87,0.08846,0.9,0.08536
model-1589267167,1589267180.377,0.9,0.08077,0.8,0.08295
model-1589267167,1589267180.873,0.88,0.07768,1.0,0.02111
model-1589267167,1589267181.354,0.92,0.07,0.85,0.14247
model-1589267167,1589267181.836,0.91,0.07178,0.95,0.06589
model-1589267167,1589267182.305,0.89,0.08687,0.95,0.06891
model-1589267167,1589267182.789,0.96,0.04869,0.85,0.09883
model-1589267167,1589267183.293,0.92,0.08408,0.85,0.10429
model-1589267167,1589267183.8,0.86,0.08124,0.9,0.06326
model-1589267167,1589267184.281,0.9,0.07087,1.0,0.01418
model-1589267167,1589267184.773,0.86,0.10271,0.95,0.04544
model-1589267167,1589267185.279,0.96,0.03966,1.0,0.01048
model-1589267167,1589267185.787,0.88,0.07854,0.95,0.06613
model-1589267167,1589267186.288,0.86,0.10922,0.95,0.01624
model-1589267167,1589267186.787,0.89,0.07734,0.95,0.03358
model-1589267167,1589267187.278,0.89,0.07729,1.0,0.01453
model-1589267167,1589267187.788,0.87,0.08478,1.0,0.00851
model-1589267167,1589267188.294,0.93,0.05376,0.95,0.06786
model-1589267167,1589267188.807,0.89,0.08075,0.9,0.10028
model-1589267167,1589267189.307,0.95,0.03299,0.85,0.09722
model-1589267167,1589267189.833,0.89,0.07829,0.95,0.01729
model-1589267167,1589267190.317,0.88,0.07375,0.85,0.10127
model-1589267167,1589267190.369,1.0,0.03092,0.9,0.06843
model-1589267167,1589267190.935,0.97,0.0247,0.8,0.13827
model-1589267167,1589267191.453,0.86,0.11993,0.9,0.09329
model-1589267167,1589267191.973,0.88,0.10283,0.85,0.11816
model-1589267167,1589267192.489,0.88,0.08567,0.95,0.04746
model-1589267167,1589267193.004,0.85,0.13426,0.95,0.05664
model-1589267167,1589267193.535,0.9,0.10156,0.9,0.06785
model-1589267167,1589267194.063,0.87,0.10816,1.0,0.01273
model-1589267167,1589267194.594,0.88,0.08135,1.0,0.01107
model-1589267167,1589267195.103,0.89,0.06838,0.9,0.09113
model-1589267167,1589267195.64,0.8,0.13325,0.85,0.09885
model-1589267167,1589267196.155,0.91,0.0725,1.0,0.00848
model-1589267167,1589267196.669,0.89,0.06283,0.95,0.03499
model-1589267167,1589267197.211,0.89,0.09318,1.0,0.00839
model-1589267167,1589267197.75,0.93,0.05345,0.95,0.0442
model-1589267167,1589267198.278,0.93,0.05662,0.95,0.02878
model-1589267167,1589267198.807,0.95,0.04583,0.9,0.06
model-1589267167,1589267199.326,0.98,0.02958,1.0,0.00822
model-1589267167,1589267199.839,0.97,0.03267,0.8,0.09454
model-1589267167,1589267200.356,0.93,0.05868,0.95,0.02998
model-1589267167,1589267200.885,0.95,0.03179,0.95,0.04595
model-1589267167,1589267201.386,0.96,0.04508,1.0,0.00866
model-1589267167,1589267201.903,0.94,0.03964,1.0,0.01049
model-1589267167,1589267202.431,0.97,0.03015,0.95,0.0316
model-1589267167,1589267202.956,0.95,0.0318,0.85,0.07197
model-1589267167,1589267203.494,0.92,0.05191,1.0,0.00942
model-1589267167,1589267204.018,0.97,0.02087,1.0,0.00459
model-1589267167,1589267204.549,0.94,0.0423,1.0,0.01015
model-1589267167,1589267205.072,0.98,0.02517,1.0,0.01454
model-1589267167,1589267205.602,0.95,0.04041,1.0,0.02911
model-1589267167,1589267206.108,0.86,0.07794,0.95,0.03419
model-1589267167,1589267206.645,0.95,0.03615,1.0,0.00497
model-1589267167,1589267207.192,0.93,0.04628,0.95,0.02708
model-1589267167,1589267207.722,0.91,0.06768,0.95,0.03451
model-1589267167,1589267208.274,0.97,0.03263,1.0,0.0191
model-1589267167,1589267208.827,0.97,0.02757,0.95,0.03076
model-1589267167,1589267209.36,0.93,0.04439,1.0,0.01381
model-1589267167,1589267209.899,0.97,0.01983,1.0,0.00483
model-1589267167,1589267210.427,0.95,0.03334,1.0,0.01572
model-1589267167,1589267210.965,0.97,0.0203,0.9,0.03508
model-1589267167,1589267211.534,0.95,0.04259,0.95,0.02903
model-1589267167,1589267212.068,0.99,0.01689,0.95,0.02823
model-1589267167,1589267212.099,0.75,0.06839,0.95,0.02583
model-1589267167,1589267212.619,0.98,0.01731,0.85,0.12107
model-1589267167,1589267213.189,0.86,0.12146,0.9,0.06985
model-1589267167,1589267213.719,0.87,0.1085,0.9,0.10557
model-1589267167,1589267214.262,0.85,0.12239,0.85,0.13196
model-1589267167,1589267214.811,0.84,0.15145,0.85,0.11839
model-1589267167,1589267215.376,0.8,0.16665,0.8,0.16466
model-1589267167,1589267215.904,0.81,0.1548,0.9,0.12525
model-1589267167,1589267216.459,0.86,0.13193,0.8,0.13921
model-1589267167,1589267216.988,0.9,0.09475,0.9,0.09092
model-1589267167,1589267217.529,0.95,0.04755,0.9,0.07226
model-1589267167,1589267218.06,0.91,0.06441,1.0,0.00785
model-1589267167,1589267218.597,0.86,0.10994,0.9,0.04424
model-1589267167,1589267219.137,0.89,0.10852,1.0,0.00655
model-1589267167,1589267219.679,0.93,0.05009,1.0,0.00557
model-1589267167,1589267220.198,0.91,0.05689,1.0,0.02778
model-1589267167,1589267220.735,0.92,0.05274,0.9,0.05327
model-1589267167,1589267221.276,0.91,0.06178,0.95,0.02778
model-1589267167,1589267221.784,0.93,0.04053,0.9,0.04982
model-1589267167,1589267222.276,0.94,0.05073,0.85,0.08952
model-1589267167,1589267222.778,0.94,0.04451,0.85,0.08202
model-1589267167,1589267223.271,0.93,0.05983,1.0,0.01229
model-1589267167,1589267223.768,0.92,0.05099,0.9,0.06849
model-1589267167,1589267224.282,0.98,0.02973,0.9,0.07517
model-1589267167,1589267224.774,0.94,0.05521,0.9,0.06209
model-1589267167,1589267225.281,0.91,0.06145,1.0,0.00777
model-1589267167,1589267225.776,0.99,0.02347,0.85,0.08502
model-1589267167,1589267226.277,0.91,0.05666,0.95,0.02467
model-1589267167,1589267226.787,0.94,0.04022,1.0,0.00519
model-1589267167,1589267227.288,0.95,0.03828,0.95,0.02176
model-1589267167,1589267227.794,0.9,0.07011,0.9,0.05723
model-1589267167,1589267228.292,0.94,0.02966,1.0,0.00244
model-1589267167,1589267228.809,0.92,0.05616,1.0,0.02702
model-1589267167,1589267229.309,0.92,0.06361,0.95,0.02053
model-1589267167,1589267229.876,0.95,0.03007,1.0,0.00822
model-1589267167,1589267230.416,0.97,0.02436,1.0,0.00826
model-1589267167,1589267230.955,0.97,0.03651,1.0,0.01478
model-1589267167,1589267231.494,0.95,0.03242,0.95,0.04896
model-1589267167,1589267232.068,0.96,0.03687,0.95,0.01379
model-1589267167,1589267232.612,0.95,0.03196,0.95,0.02172
model-1589267167,1589267233.147,0.96,0.03468,1.0,0.01355
model-1589267167,1589267233.69,0.97,0.02852,1.0,0.00593
model-1589267167,1589267233.72,1.0,0.00084,1.0,0.00625
model-1589267167,1589267234.278,0.99,0.01105,1.0,0.00235
model-1589267167,1589267234.826,0.89,0.07663,0.9,0.04283
model-1589267167,1589267235.372,0.96,0.03548,0.95,0.02094
model-1589267167,1589267235.934,0.94,0.03526,0.9,0.05721
model-1589267167,1589267236.48,0.97,0.03738,0.95,0.01673
model-1589267167,1589267237.026,0.98,0.02112,1.0,0.01165
model-1589267167,1589267237.535,0.91,0.06636,1.0,0.01497
model-1589267167,1589267238.031,0.94,0.03838,1.0,0.00608
model-1589267167,1589267238.557,0.96,0.02923,1.0,0.00938
model-1589267167,1589267239.106,0.95,0.03491,0.95,0.0423
model-1589267167,1589267239.633,0.98,0.01922,0.95,0.02249
model-1589267167,1589267240.171,0.96,0.03215,1.0,0.00898
model-1589267167,1589267240.695,0.94,0.05883,1.0,0.02123
model-1589267167,1589267241.211,0.95,0.04136,1.0,0.0162
model-1589267167,1589267241.739,0.93,0.04499,0.95,0.01537
model-1589267167,1589267242.282,0.98,0.02409,0.95,0.04976
model-1589267167,1589267242.829,0.96,0.03122,0.9,0.05194
model-1589267167,1589267243.372,0.99,0.02093,0.95,0.01489
model-1589267167,1589267243.93,0.96,0.0369,1.0,0.00624
model-1589267167,1589267244.461,0.98,0.02112,0.95,0.03126
model-1589267167,1589267245.014,0.96,0.04362,0.95,0.04552
model-1589267167,1589267245.538,0.96,0.03298,1.0,0.00873
model-1589267167,1589267246.087,0.99,0.01873,1.0,0.00056
model-1589267167,1589267246.631,0.98,0.0105,1.0,0.00406
model-1589267167,1589267247.178,0.94,0.04508,1.0,0.0097
model-1589267167,1589267247.71,0.99,0.00887,1.0,0.0027
model-1589267167,1589267248.237,0.95,0.03282,1.0,0.0009
model-1589267167,1589267248.771,0.98,0.01362,1.0,0.00455
model-1589267167,1589267249.319,0.96,0.02478,1.0,0.00934
model-1589267167,1589267249.864,0.91,0.05737,0.95,0.02874
model-1589267167,1589267250.404,0.98,0.01924,1.0,0.00864
model-1589267167,1589267250.955,0.92,0.05127,1.0,0.00237
model-1589267167,1589267251.494,0.95,0.04714,0.95,0.03494
model-1589267167,1589267252.012,0.97,0.02051,1.0,0.01023
model-1589267167,1589267252.536,0.97,0.02062,0.95,0.02681
model-1589267167,1589267253.044,0.98,0.02297,1.0,0.00366
model-1589267167,1589267253.578,0.96,0.0309,0.95,0.03798
model-1589267167,1589267254.129,0.96,0.03176,0.9,0.03789
model-1589267167,1589267254.691,0.98,0.02354,1.0,0.00124
model-1589267167,1589267255.235,0.96,0.0264,1.0,0.01406
model-1589267167,1589267255.78,0.96,0.02763,1.0,0.01505
model-1589267167,1589267255.811,1.0,0.00082,0.95,0.02413
model-1589267167,1589267256.33,1.0,0.00385,0.9,0.06129
model-1589267167,1589267256.881,0.93,0.06092,1.0,0.01339
model-1589267167,1589267257.413,0.96,0.03365,0.95,0.04386
model-1589267167,1589267257.932,0.96,0.02968,1.0,0.03307
model-1589267167,1589267258.451,0.97,0.02809,0.95,0.0348
model-1589267167,1589267258.959,0.98,0.01934,1.0,0.00027
model-1589267167,1589267259.477,0.94,0.05249,1.0,0.01083
model-1589267167,1589267260.041,0.96,0.02648,0.95,0.02537
model-1589267167,1589267260.563,0.98,0.0199,0.95,0.03435
model-1589267167,1589267261.138,0.96,0.02369,1.0,0.01137
model-1589267167,1589267261.679,1.0,0.01072,1.0,0.01432
model-1589267167,1589267262.255,0.96,0.02377,0.95,0.03066
model-1589267167,1589267262.799,0.94,0.05214,0.95,0.03291
model-1589267167,1589267263.346,0.97,0.01993,1.0,0.01657
model-1589267167,1589267263.914,0.96,0.03358,1.0,0.00255
model-1589267167,1589267264.474,0.98,0.01666,0.95,0.03024
model-1589267167,1589267265.038,0.98,0.01789,1.0,0.00095
model-1589267167,1589267265.581,0.99,0.01136,1.0,0.00489
model-1589267167,1589267266.13,0.97,0.03379,0.9,0.05063
model-1589267167,1589267266.68,0.98,0.01871,1.0,0.00512
model-1589267167,1589267267.226,0.96,0.03506,1.0,0.00316
model-1589267167,1589267267.778,0.96,0.02627,1.0,0.0028
model-1589267167,1589267268.323,0.99,0.01327,0.95,0.02102
model-1589267167,1589267268.876,0.98,0.01382,1.0,0.00401
model-1589267167,1589267269.431,0.97,0.02429,1.0,0.00206
model-1589267167,1589267269.97,0.97,0.01867,1.0,0.00436
model-1589267167,1589267270.523,0.99,0.01595,1.0,0.01686
model-1589267167,1589267271.074,1.0,0.0097,1.0,0.0014
model-1589267167,1589267271.628,0.99,0.01948,1.0,0.00783
model-1589267167,1589267272.172,0.93,0.05879,1.0,0.00995
model-1589267167,1589267272.714,0.96,0.02254,1.0,0.01445
model-1589267167,1589267273.297,0.95,0.03428,0.95,0.03095
model-1589267167,1589267273.818,0.95,0.04071,1.0,0.01879
model-1589267167,1589267274.386,0.97,0.02183,0.95,0.02457
model-1589267167,1589267274.947,0.97,0.02332,1.0,0.00557
model-1589267167,1589267275.504,0.97,0.0217,1.0,0.023
model-1589267167,1589267276.074,0.99,0.00843,1.0,0.0124
model-1589267167,1589267276.636,0.96,0.02538,1.0,0.01826
model-1589267167,1589267277.207,0.99,0.01257,1.0,0.00183
model-1589267167,1589267277.736,0.97,0.0208,1.0,0.00485
model-1589267167,1589267278.243,1.0,0.00509,1.0,0.00772
model-1589267167,1589267278.276,1.0,0.00155,1.0,0.01049
model-1589267167,1589267278.817,1.0,0.00275,0.95,0.01505
model-1589267167,1589267279.355,0.93,0.05987,0.95,0.03013
model-1589267167,1589267279.883,0.96,0.02002,1.0,0.00088
model-1589267167,1589267280.396,0.98,0.0129,1.0,0.01286
model-1589267167,1589267280.948,0.97,0.01753,0.95,0.013
model-1589267167,1589267281.476,0.98,0.01712,1.0,0.01217
model-1589267167,1589267281.996,0.94,0.04265,1.0,0.01518
model-1589267167,1589267282.512,0.98,0.01739,1.0,0.00304
model-1589267167,1589267283.049,0.97,0.01826,1.0,0.00062
model-1589267167,1589267283.568,0.98,0.01012,1.0,0.00029
model-1589267167,1589267284.101,0.99,0.01417,1.0,0.00014
model-1589267167,1589267284.619,0.99,0.01389,1.0,0.00117
model-1589267167,1589267285.128,0.94,0.04733,0.95,0.03293
model-1589267167,1589267285.652,0.99,0.00605,1.0,0.00334
model-1589267167,1589267286.225,0.97,0.02251,1.0,0.00838
model-1589267167,1589267286.771,0.96,0.0266,0.95,0.02168
model-1589267167,1589267287.32,0.98,0.02255,1.0,0.00026
model-1589267167,1589267287.863,0.99,0.00828,1.0,0.01031
model-1589267167,1589267288.396,0.97,0.02729,1.0,0.00129
model-1589267167,1589267288.942,0.97,0.0284,1.0,0.00377
model-1589267167,1589267289.507,0.96,0.0343,1.0,0.00043
model-1589267167,1589267290.067,0.99,0.00993,1.0,0.00826
model-1589267167,1589267290.612,0.98,0.0148,1.0,7e-05
model-1589267167,1589267291.177,0.99,0.00935,1.0,0.00252
model-1589267167,1589267291.74,0.98,0.01904,1.0,0.00405
model-1589267167,1589267292.272,0.99,0.00753,1.0,0.0005
model-1589267167,1589267292.813,0.99,0.00941,1.0,0.00029
model-1589267167,1589267293.363,0.96,0.03275,1.0,0.00092
model-1589267167,1589267293.912,1.0,0.00509,1.0,0.00235
model-1589267167,1589267294.448,0.98,0.02648,1.0,4e-05
model-1589267167,1589267294.961,0.99,0.00647,0.95,0.03537
model-1589267167,1589267295.494,0.96,0.02869,1.0,0.0016
model-1589267167,1589267296.036,0.95,0.04178,1.0,0.00044
model-1589267167,1589267296.589,0.98,0.0159,1.0,0.00027
model-1589267167,1589267297.157,0.97,0.01669,1.0,0.00401
model-1589267167,1589267297.697,0.98,0.00954,1.0,0.00392
model-1589267167,1589267298.27,0.99,0.00716,1.0,7e-05
model-1589267167,1589267298.83,0.98,0.01668,1.0,0.00123
model-1589267167,1589267299.387,0.98,0.01431,1.0,0.00388
model-1589267167,1589267299.942,0.97,0.02991,0.95,0.0355
model-1589267167,1589267300.53,0.99,0.00852,1.0,0.01865
model-1589267167,1589267300.562,1.0,0.00059,0.95,0.01965
model-1589267167,1589267301.122,1.0,0.00191,1.0,0.00342
model-1589267167,1589267301.669,0.94,0.04692,1.0,0.00106
model-1589267167,1589267302.223,1.0,0.00784,1.0,0.00113
model-1589267167,1589267302.756,0.99,0.01162,1.0,0.00237
model-1589267167,1589267303.359,0.99,0.01188,1.0,0.00119
model-1589267167,1589267303.9,0.99,0.01475,0.95,0.01499
model-1589267167,1589267304.458,0.96,0.03093,1.0,0.00086
model-1589267167,1589267305.004,0.99,0.00841,1.0,0.00249
model-1589267167,1589267305.54,0.99,0.009,1.0,0.00047
model-1589267167,1589267306.109,1.0,0.00356,1.0,0.00013
model-1589267167,1589267306.695,0.99,0.00922,1.0,0.01076
model-1589267167,1589267307.236,0.99,0.01175,1.0,0.01118
model-1589267167,1589267307.789,0.94,0.03885,1.0,5e-05
model-1589267167,1589267308.345,1.0,0.00447,1.0,0.00126
model-1589267167,1589267308.888,0.98,0.0126,1.0,0.00963
model-1589267167,1589267309.454,0.98,0.01426,1.0,0.00061
model-1589267167,1589267309.993,0.98,0.01855,1.0,0.00303
model-1589267167,1589267310.547,0.99,0.00776,1.0,0.001
model-1589267167,1589267311.092,0.97,0.02504,1.0,0.00039
model-1589267167,1589267311.645,0.98,0.01272,1.0,0.00033
model-1589267167,1589267312.177,0.97,0.02456,1.0,0.00043
model-1589267167,1589267312.711,0.99,0.00864,1.0,0.01721
model-1589267167,1589267313.263,0.98,0.01357,1.0,0.01313
model-1589267167,1589267313.802,0.99,0.0075,1.0,0.01361
model-1589267167,1589267314.333,0.99,0.01533,1.0,0.00043
model-1589267167,1589267314.886,0.99,0.00872,0.95,0.02075
model-1589267167,1589267315.482,0.99,0.01036,1.0,0.00047
model-1589267167,1589267316.022,0.99,0.01587,0.95,0.03264
model-1589267167,1589267316.546,0.99,0.00481,1.0,0.00023
model-1589267167,1589267317.099,0.97,0.02373,1.0,0.00076
model-1589267167,1589267317.649,1.0,0.00124,1.0,0.00061
model-1589267167,1589267318.202,0.98,0.01916,1.0,0.01635
model-1589267167,1589267318.737,0.97,0.03483,1.0,0.01277
model-1589267167,1589267319.276,0.98,0.02067,1.0,0.016
model-1589267167,1589267319.835,0.99,0.01382,1.0,6e-05
model-1589267167,1589267320.367,1.0,0.00445,1.0,5e-05
model-1589267167,1589267320.906,1.0,0.00239,1.0,0.00019
model-1589267167,1589267321.492,0.99,0.01186,1.0,0.00133
model-1589267167,1589267322.057,0.98,0.00763,1.0,0.00856
model-1589267167,1589267322.621,0.97,0.0208,1.0,0.00098
model-1589267167,1589267323.174,1.0,0.00127,1.0,0.00086
model-1589267167,1589267323.231,1.0,0.00322,1.0,0.01222
